22,8,3,-85,"2021-05-19T00:54:01.507Z",1621385641507
23,8,3,-97,"2021-05-19T00:54:02.506Z",1621385642506
24,8,3,-94,"2021-05-19T00:54:03.516Z",1621385643516
25,8,3,-85,"2021-05-19T00:54:04.537Z",1621385644537
27,8,3,-98,"2021-05-19T00:54:06.555Z",1621385646555
28,8,3,-93,"2021-05-19T00:54:07.625Z",1621385647625
29,8,3,-85,"2021-05-19T00:54:08.506Z",1621385648506
30,8,3,-100,"2021-05-19T00:54:09.515Z",1621385649515
31,8,3,-86,"2021-05-19T00:54:10.506Z",1621385650506
32,8,3,-90,"2021-05-19T00:54:11.556Z",1621385651556
33,8,3,-88,"2021-05-19T00:54:12.515Z",1621385652515
34,8,3,-90,"2021-05-19T00:54:13.505Z",1621385653505
35,8,3,-87,"2021-05-19T00:54:14.555Z",1621385654555
36,8,3,-87,"2021-05-19T00:54:15.537Z",1621385655537
37,8,3,-91,"2021-05-19T00:54:16.536Z",1621385656536
39,8,3,-87,"2021-05-19T00:54:18.515Z",1621385658516
40,8,3,-85,"2021-05-19T00:54:19.535Z",1621385659536
41,8,3,-87,"2021-05-19T00:54:20.506Z",1621385660507
42,8,3,-89,"2021-05-19T00:54:21.526Z",1621385661526
43,8,3,-91,"2021-05-19T00:54:22.507Z",1621385662507
45,8,3,-87,"2021-05-19T00:54:24.486Z",1621385664486
46,8,3,-89,"2021-05-19T00:54:25.506Z",1621385665506
47,8,3,-83,"2021-05-19T00:54:26.505Z",1621385666505
48,8,3,-86,"2021-05-19T00:54:27.486Z",1621385667486
50,8,3,-86,"2021-05-19T00:54:29.494Z",1621385669494
51,8,3,-92,"2021-05-19T00:54:30.535Z",1621385670535
52,8,3,-92,"2021-05-19T00:54:31.556Z",1621385671556
53,8,3,-85,"2021-05-19T00:54:32.486Z",1621385672486
54,8,3,-91,"2021-05-19T00:54:33.506Z",1621385673506
55,8,3,-88,"2021-05-19T00:54:34.526Z",1621385674526
56,8,3,-81,"2021-05-19T00:54:35.495Z",1621385675495
57,8,3,-84,"2021-05-19T00:54:36.516Z",1621385676516
58,8,3,-91,"2021-05-19T00:54:37.515Z",1621385677515
59,8,3,-79,"2021-05-19T00:54:38.516Z",1621385678516
60,8,3,-86,"2021-05-19T00:54:39.486Z",1621385679486
61,8,3,-79,"2021-05-19T00:54:40.505Z",1621385680505
62,8,3,-78,"2021-05-19T00:54:41.486Z",1621385681486
63,8,3,-86,"2021-05-19T00:54:42.506Z",1621385682506
64,8,3,-85,"2021-05-19T00:54:43.505Z",1621385683505
65,8,3,-69,"2021-05-19T00:54:44.495Z",1621385684495
66,8,3,-67,"2021-05-19T00:54:45.485Z",1621385685485
67,8,3,-68,"2021-05-19T00:54:46.475Z",1621385686475
68,8,3,-69,"2021-05-19T00:54:47.495Z",1621385687495
69,8,3,-68,"2021-05-19T00:54:48.485Z",1621385688485
70,8,3,-69,"2021-05-19T00:54:49.505Z",1621385689505
71,8,3,-67,"2021-05-19T00:54:50.486Z",1621385690486
72,8,3,-67,"2021-05-19T00:54:51.485Z",1621385691485
73,8,3,-79,"2021-05-19T00:54:52.574Z",1621385692574
74,8,3,-83,"2021-05-19T00:54:53.485Z",1621385693485
75,8,3,-88,"2021-05-19T00:54:54.485Z",1621385694485
76,8,3,-83,"2021-05-19T00:54:55.565Z",1621385695565
77,8,3,-84,"2021-05-19T00:54:56.494Z",1621385696494
78,8,3,-82,"2021-05-19T00:54:57.475Z",1621385697475
79,8,3,-83,"2021-05-19T00:54:58.505Z",1621385698505
80,8,3,-81,"2021-05-19T00:54:59.494Z",1621385699494
81,8,3,-81,"2021-05-19T00:55:00.484Z",1621385700484
82,8,3,-83,"2021-05-19T00:55:01.564Z",1621385701564
83,8,3,-82,"2021-05-19T00:55:02.494Z",1621385702494
84,8,3,-83,"2021-05-19T00:55:03.484Z",1621385703484
85,8,3,-81,"2021-05-19T00:55:04.504Z",1621385704504
86,8,3,-90,"2021-05-19T00:55:05.524Z",1621385705524
87,8,3,-85,"2021-05-19T00:55:06.484Z",1621385706484
88,8,3,-80,"2021-05-19T00:55:07.504Z",1621385707504
89,8,3,-80,"2021-05-19T00:55:08.485Z",1621385708485
90,8,3,-80,"2021-05-19T00:55:09.494Z",1621385709494
91,8,3,-79,"2021-05-19T00:55:10.484Z",1621385710484
92,8,3,-79,"2021-05-19T00:55:11.484Z",1621385711484
93,8,3,-75,"2021-05-19T00:55:12.484Z",1621385712484
94,8,3,-77,"2021-05-19T00:55:13.504Z",1621385713504
95,8,3,-79,"2021-05-19T00:55:14.484Z",1621385714484
96,8,3,-77,"2021-05-19T00:55:15.485Z",1621385715485
97,8,3,-75,"2021-05-19T00:55:16.534Z",1621385716534
98,8,3,-79,"2021-05-19T00:55:17.485Z",1621385717485
99,8,3,-78,"2021-05-19T00:55:18.483Z",1621385718483
100,8,3,-75,"2021-05-19T00:55:19.504Z",1621385719504
